CD06,UBRIQUE,Nos situamos en el centro de Ubrique y salimos por la A-373 en dirección hacia El Bosque y Ronda.,"En el km. 1,7 giramos a la derecha por la A-2302 hacia Benaocaz y Ronda; durante la ascensión pasamos al lado de Benaocaz y Villaluenga del Rosario.","1,5 kms. después de Villaluenga, en un collado sin señal ni referencia.",,36.70516,-5.37297,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d717c7640957ae3&hl=es&ie=UTF8&t=m&ll=36.690446,-5.415573&spn=0.110121,0.171318&z=12&output=embed"
TA04,QUEROL,"En el pueblo de Querol, tomando el desvío que indica a San Jaume de Montagut.",,En un cruce con una pista de tierra que nos llevará a la ermita de San Jaume de Montagut. Más adelante hay un pequeño letrero de rutas senderistas con la mención de Coll de Montagut.,,41.40889,1.41704,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f807ef8639efa4ef6&hl=es&ie=UTF8&t=m&ll=41.416663,1.408052&spn=0.025746,0.04283&z=14&output=embed"
PR21,ESTRADA N-221,"En la N-221 entre Freixo Espada a Cinta y Barca d'Alva, en el desvío que nos conduce a Poiares.",,"En un cruce de caminos, cuando llevamos algo más de 4 kms. de ascensión. Quedan 1,6 kms. para llegar al pueblo de Poiares.",,41.04239,-6.86007,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f78b6859f69b8001f&hl=es&ie=UTF8&t=m&ll=41.035794,-6.865253&spn=0.025897,0.04283&z=14&output=embed"
CU09,ALCANTUD,"En la localidad de Alcantud, tomando la carretera CU-9201 hacia El Pozuelo.",,"En una torreta de vigilancia forestal, en una larga recta. A la derecha se baja a pie hasta el mirador del Cerro Caballo, con panel explicativo.",,40.58042,-2.29226,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8e9bdcb49bb8965f&hl=es&ie=UTF8&t=m&ll=40.564807,-2.308331&spn=0.052162,0.085659&z=13&output=embed"
SO03,DURUELO DE LA SIERRA,"Salimos del pueblo de Duruelo de la Sierra por la CL-117 dirección Covaleda; cruzaremos el río Duero, y 200 mts. más adelante, veremos una indicación a la izquierda hacia Castroviejo.",,"Es fácil, sabiendo que el final es un Área Recreativa con rica fuente, donde se acaba el asfalto, y existe un pequeño letrero de madera que pone Castroviejo.",,41.98837,-2.92183,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8a36f4741cceca36&hl=es&ie=UTF8&t=m&ll=41.972764,-2.917385&spn=0.05105,0.085659&z=13&output=embed"
BA15,MONTSENY,"En la BV-5301 entre Santa María de Palautordera y Seva, encontraremos el comienzo de la ascensión al paso por el puente sobre el Río Tordera, en el km. 11 de la citada carretera dirección Seva.",,"Es un alto muy claro, con cartel de puerto de montaña y una placa incrustada en una roca con la mención de Collformic y la altura del lugar; además de un restaurante con el mismo nombre.",,41.8011,2.34738,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9ab6141cdc585576&hl=es&ie=UTF8&t=m&ll=41.774896,2.370644&spn=0.102416,0.171318&z=12&output=embed"
CU07,VILLALBA DE LA SIERRA,"En Villalba de la Sierra, seguimos las indicaciones a Las Majadas; unos 500 mts. después de dejar el pueblo, en descenso, cruzamos el río Villalbilla y damos inicio a la ascensión en una rotonda tomando la CU-V-9113 hacia Las Majadas y El Hosquillo.",,"Es un final sin señalización, junto a una pista de tierra que sale a la derecha. Comprobaremos además que llevamos unos 11 kms. desde la rotonda inicial.",,40.27938,-2.03247,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8ea038d5bfeba422&hl=es&ie=UTF8&t=m&ll=40.258569,-2.050667&spn=0.104801,0.171318&z=12&output=embed"
LL23,BOSSOST,"En la villa de Bossost, en la N-230, cruzaremos el río Garona y veremos señalizada la pista asfaltada que se dirige a Arres y Vilamós.",,"Estaremos atentos a ver el mirador que da nombre a la subida, cuando se abra el bosque, unos 7,5 kms desde el puente sobre el río Garona. Como todos los puertos del valle de Arán, tiene cartel.",Asfalto malo el primer y último kilómetro (2016),42.76438,0.70149,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9b08d846d7a47bc4&hl=es&ie=UTF8&t=m&ll=42.774613,0.69746&spn=0.025201,0.04283&z=14&output=embed"
HU03,BOLTAÑA,"En la N-260 cerca de Boltaña, dirección Fiscal, en un cruce que va a Lanave y Campodarbe, justo al cruzar el río Ara.",,"Indicado con cartel de puerto, junto al desvío de tierra a unas antenas.",,42.40142,-0.03032,"https://www.google.com/maps/ms?msa=0&msid=201849215099252397790.0004f9bbec0fc49cec14a&hl=es&ie=UTF8&t=m&ll=42.422189,0.00515&spn=0.101376,0.171318&z=12&output=embed"
SE05,VALSAÍN,"Comenzamos en la entrada de Valsaín, al pasar sobre el puente del río Eresma, cruzamos el pueblo por la calle principal y unos 300 mts. después de las últimas casas, veremos una pista asfaltada que asciende con bastante pendiente hacia la izquierda.",,"Junto a la fuente que da nombre al CIMA, en el cruce de la pista asfaltada que hemos recorrido con la que viene de la carretera de Navacerrada; de frente, continua la pista de tierra que sube al puerto de la Fuenfría por la izquierda.",,40.81253,-4.05667,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f81cc1b3237d5953b&hl=es&ie=UTF8&t=m&ll=40.842385,-4.037132&spn=0.103891,0.171318&z=12&output=embed"
SE05,PUENTE DE LA CANTINA,"En la carretera CL-601 que comunica La Granja de San Ildefonso con Madrid por el puerto de Navacerrada. Al poco de cruzar el río Eresma, en el llamado Puente de la Cantina sobre el km. 17 de la CL-601, tendremos que tomar a la derecha una pista asfaltada que está cerrada con una valla que impide el paso a los vehículos, los ciclistas habremos de pasar por un torno.",,"Junto a la fuente que da nombre al CIMA, en el cruce de la pista que hemos recorrido con la que por la derecha viene de Valsaín y por la izquierda continua por pista de tierra al puerto de la Fuenfría.",,40.81253,-4.05667,https://www.google.com/maps/d/embed?mid=z3BnO3bQ3AO4.kVBBj8hNvb1Q
LL10,RIALP / LLAVORSÍ,"Saliendo de Rialp hacia Llavorsí por la C-13, encontraremos casi 2 kms. después el desvío hacia Portainé girando a la derecha.",,"Junto a la puerta del gran hotel de la estación de esquí, aunque lleguemos después de unos cientos de metros de descenso.",,42.42897,1.21188,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9b25076554c7a7ad&hl=es&ie=UTF8&t=m&ll=42.442081,1.183777&spn=0.050672,0.085659&z=13&output=embed"
HL03,FUENTE DEL REY,"En la HU-8128 entre Cañaveral de León y Aracena, al pasar sobre el puente que cruza el Embalse de Aracena.",,"Justo al llegar a Aracena, en una rotonda previa al cruce con la N-433 y un paso inferior que da acceso al pueblo.",,37.89711,-6.55753,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8dff599a46ff41d9&hl=es&ie=UTF8&t=m&ll=37.919826,-6.537209&spn=0.108335,0.171318&z=12&output=embed"
ZA02,PURUJOSA,"A la salida de Purujosa, dirección Beratón, aunque el inicio del puerto en sí, comienza al cruzar un puente 1,8 kms después de Purujosa.",,Justo en la entrada del pueblo de Beratón.,,41.71611,-1.81017,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9d117605748746f7&hl=es&ie=UTF8&t=m&ll=41.700089,-1.793518&spn=0.051268,0.085659&z=13&output=embed"
CO02,RÍO GUADIATO,"En la carretera CO-3402 que se dirige a Santa María de Trassiera, al cruzar el puente sobre el río Guadiato.",,"La cima es un claro collado de paso del que parten varios senderos, la mejor referencia es una casa blanca bastante grande, que se divisa desde un kilómetro antes de coronar. Está justo en el collado.",,37.94305,-4.93607,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8df91b32195d0c26&hl=es&ie=UTF8&t=m&ll=37.946363,-4.951487&spn=0.027074,0.04283&z=14&output=embed"
TE08,ALIAGA,"En la A-2403 entre Aliaga y Ejulve, al cruzar un puente sobre el río Campos, unos 6 kms. después de Aliaga.",,La cima tiene cartel de puerto.,,40.75184,-0.59646,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f791e03de3632d9f7&hl=es&ie=UTF8&t=m&ll=40.735031,-0.629654&spn=0.104059,0.171318&z=12&output=embed"
TE08,EJULVE,"Salimos de Ejulve, en descenso, hacia Villarluengo y Cantavieja, y unos 600 mts. más adelante llegamos a un cruce y giramos a la derecha hacia Aliaga.",,La cima tiene cartel de puerto.,,40.75184,-0.59646,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f791e8242ab1079d8&hl=es&ie=UTF8&t=m&ll=40.761821,-0.585365&spn=0.052009,0.085659&z=13&output=embed"
CE01,BARRIADA BENZÚ,"La subida comienza en la barriada Benzú en el punto kilométrico 6,600 de la N-354, en un cruce que cojemos a la izquierda.",,"La subida culmina en el mirador de Isabel II, desde donde se aprecian unas bonitas vistas de la ciudad, pudiéndose en los días de mayor claridad contemplar parte de la costa peninsular (Gibraltar, Algeciras, Tarifa).",,35.89286,-5.3641,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f792b14c97775b37c&hl=es&ie=UTF8&t=m&ll=35.898645,-5.352573&spn=0.055622,0.085659&z=13&output=embed"
TE06,PUENTE RÍO GUADALOPE,"En la A-1702 que une Villarluengo con Ejulve, nos situamos en el puente sobre el río Guadalope y avanzamos en dirección hacia Ejulve.",,"No está señalizado, hay un cruce con una pista de tierra que lleva a Cuevas de Cañart y Castellote.",,40.73759,-0.53884,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f791cefabf5b8c071&hl=es&ie=UTF8&t=m&ll=40.711093,-0.551376&spn=0.104097,0.171318&z=12&output=embed"
BI11,MUSKIZ,"En el barrio de Santelices de Muskiz, en la carretera BI-2701 que se dirige a Sopuerta y Las Encartaciones, tomamos el desvío a mano izquierda que indica Borja y La Arboleda.",,"No hay cartel de puerto ni indicación alguna en el punto más alto, sólo la reseña de que 400 mts. más adelante llegamos al Centro de Interpretación Ambiental de Peñas Negras, un antiguo completo minero.",,43.28347,-3.08036,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96d85e2a014ddc24&hl=es&ie=UTF8&t=m&ll=43.299447,-3.102264&spn=0.049973,0.085659&z=13&output=embed"
BI12,ALTAMIRA (SAN CRISTÓBAL),"En la BI-635 en dirección a Bermeo y al pasar por el Barrio San Cristóbal de Altamira tomamos a mano izquierda hacia Arrieta, Murgia y Paresi por la BI-3123.",,"No hay cartel de puerto, es un cruce donde a derecha e izquierda salen varias pistas de montaña y la carretera baja claramente hacia Arrieta.",,43.35804,-2.75222,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96d7d7f8fd4ce21d&hl=es&ie=UTF8&t=m&ll=43.360758,-2.724266&spn=0.049922,0.085659&z=13&output=embed"
CU10,PERALEJOS DE LAS TRUCHAS,"Salimos de Peralejos de las Truchas, en provincia de Guadalajara, por la carretera CM-2106 que nos lleva a tierras conquenses, dirección La Masegosa. Justo al entrar en provincia de Cuenca cruzando el río Tajo, iniciamos el ascenso.",,"No hay cartel ni indicación alguna. Cuando llevemos algo más de 7 kms. desde el río Tajo, en una curva a izquierdas, está el punto más alto.",,40.55837,-1.9542,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8e99b87d810af02e&hl=es&ie=UTF8&t=m&ll=40.576934,-1.945953&spn=0.052153,0.085659&z=13&output=embed"
LE16,MATARROSA DEL SIL,"En la localidad de Matarrosa del Sil. Al llegar a esta población por la CL-631 desde el sur, encontramos a mano izquierda un desvío marcado como ""Explotación minera"". Este es el comienzo de la subida.",,"No hay cartel ni indicación ninguna, tomaremos como referencia un camino de tierra que a la derecha se dirige el punto más alto, La Cueta Alta.",,42.75646,-6.56976,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f854532be2e6ffdfa&hl=es&ie=UTF8&t=m&ll=42.754071,-6.550083&spn=0.025209,0.04283&z=14&output=embed"
LR02,POSADAS,"Vamos de Ezcaray a Posadas por la LR-415 que remonta el río Oja, y al llegar a Posadas, iniciamos el ascenso siguiendo la misma dirección ascendente hacia el valle.",,"No hay cartel ni nada que nos indique que hemos llegado, simplemente, el asfalto se acaba, en una amplia panorámica en todas direcciones, observando que el camino de tierra continua cresteando por lo más alto de la montaña.",,42.21697,-3.10111,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7ddabca4a2117cf6&hl=es&ie=UTF8&t=m&ll=42.2275,-3.071022&spn=0.10169,0.171318&z=12&output=embed"
CC11,EX-118,"En el km. 14,5 de la EX-118 que desde Guadalupe conduce a Navalmoral de la Mata, tomando el desvío hacia Navatrasierra y Carrascalejo de la Sierra.",,"No hay cartel, es un collado de paso, con unas vistas espectaculares de las comarcas de Villuercas-Ibores.",,39.5741,-5.35035,"https://www.google.es/maps/ms?msa=0&msid=201849215099252397790.000506cc7c1ed2d1a6d2f&hl=es&ie=UTF8&t=m&ll=39.552501,-5.360298&spn=0.105886,0.171318&z=12&output=embed"
CC11,NAVATRASIERRA,"En Navatrasierra buscamos la salida hacia Guadalupe; unos 4 kms. después de dejar el pueblo, cruzamos un sencillo puente sobre un arroyo y comienza la ascensión, algo irregular al principio.",,"No hay cartel, es un collado de paso, con unas vistas espectaculares de las comarcas de Villuercas-Ibores.",,39.5741,-5.35035,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c57cd19a4363086&hl=es&ie=UTF8&t=m&ll=39.585847,-5.306396&spn=0.105836,0.171318&z=12&output=embed"
CC02,GARGANTA LA OLLA,"En la EX-203 entre Jaraiz de la Vega y Cuacos de Yuste, tomaremos el desvío hacia Garganta la Olla por la CC-17.3; unos 2 kms. después, iniciamos el ascenso al pasar por encima de un puente.",,"No hay cartel, una larga recta plana nos indicará que hemos terminado el ascenso.",,40.1246,-5.81651,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c508ae6712cd841&hl=es&ie=UTF8&t=m&ll=40.099347,-5.802841&spn=0.105047,0.171318&z=12&output=embed"
BA18,L'ESPUNYOLA,"Nos dirigimos de Berga hacia Solsona por la C-26. Algo más de 2 kms. después de dejar atrás L'Espunyola, nos desviamos a la derecha hacia Capolat. 800 mts. más adelante atravesamos la riera Rasa de Tresserra, comenzando el ascenso.",,"No hay ningún cartel en el alto, ante la duda, habrá que mirar que llevemos casi 5 kms. desde que cruzamos la riera. Si seguimos adelante, pasaremos Taravil y Capolat, camino del Coll de Jouet y Berga.",Tramos de cemento.,42.07411,1.71007,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9ab7ae96ec3a8d44&hl=es&ie=UTF8&t=m&ll=42.068155,1.734123&spn=0.050973,0.085659&z=13&output=embed"
BI06,DIMA,"Estamos en la localidad de Dima, y salimos hacia Otxandio por la BI-2543",,No tiene cartel de puerto. A la izquierda está el área recreativa de Zumeltza.,,43.0776,-2.6865,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96e5776e5d68908d&hl=es&ie=UTF8&t=m&ll=43.107751,-2.721176&spn=0.10026,0.171318&z=12&output=embed"
AL11,ARAMAIO,Es la A-2620 que comunica Arrasate/Mondragón con Vitoria/Gasteiz; tomaremos como inicio el cruce que a la izquierda nos llevaría a Untzilla.,,No tiene cartel pero es un claro collado de paso. A la derecha hay una especie de monumento o mirador con un cartel explicativo del entorno.,,43.02728,-2.58167,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7ba47ecadc6c5688&hl=es&ie=UTF8&t=m&ll=43.043425,-2.559471&spn=0.050183,0.085659&z=13&output=embed"
NA04,LESAKA,Salimos de Lesaka por la NA-4000 en dirección a Oiartzun.,,"No tiene cartel, es un claro cambio de rasante pero habrá que mirar en el cuentakilómetros que llevamos 8 kms desde Lesaka. En el alto parte una pista de tierra hacia la izquierda.",,43.26482,-1.75917,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f973f30fafe1664e8&hl=es&ie=UTF8&t=m&ll=43.258706,-1.736355&spn=0.050006,0.085659&z=13&output=embed"
HL05,RIVERA DE CHANZA,"En la N-433 entre Cortegana y la frontera con Portugal, en el km. 128, tomamos la carretera hacia Contienda y Encinasola por la HU-8100. Unos 3 kms. más adelante, cruzamos el puente sobre el Ribera del Chanza y comenzamos la ascensión.",,"No tiene cartel, para saber que hemos llegado mejor vigilar que llevamos 6,5 kms. desde el punto de inicio.",,38.01101,-6.9253,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8e0077ea14fb8e09&hl=es&ie=UTF8&t=m&ll=38.002115,-6.949196&spn=0.054107,0.085659&z=13&output=embed"
VD01,TUDELA DE DUERO,"En Tudela de Duero, tomando la VP-2302 que se dirige a La Parrilla.",,"No tiene ningún cartel, ya veremos que hemos llegado arriba cuando se nos acabe el carril de vehículos lentos y por delante una larga recta plana.",,41.56014,-4.55776,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c84356930e912ff&hl=es&ie=UTF8&t=m&ll=41.570509,-4.569283&spn=0.051371,0.085659&z=13&output=embed"
LR03,VINIEGRA DE ABAJO,"Nos situamos en la LR-113 entre Anguiano y Mansilla de la Sierra. A la altura de la Venta de Goyo, veremos el desvío a Viniegra de Abajo, e iniciaremos el ascenso cruzando el río Najerilla.",,"No tiene pérdida, además de tener cartel de puerto, es frontera entre Castilla y León y La Rioja. (*) Puerto fronterizo entre dos provincias, por lo que subirlo por cada vertiente puntúa para cada provincia, en este caso para Soria y La Rioja. Ver SO01.",,42.09636,-2.79023,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7dda44a4cfb60fc1&hl=es&ie=UTF8&t=m&ll=42.128275,-2.845116&spn=0.101849,0.171318&z=12&output=embed"
LR13,VILLANUEVA DE CAMEROS,"En la carretera N-111 entre Logroño y Soria, pasado Villanueva de Cameros y cerca del cruce con Villoslada de Cameros, al cruzar el río Iregua.",,"No tiene pérdida, además de tener cartel de puerto, es frontera entre Castilla y León y La Rioja. (*) Puerto fronterizo entre dos provincias, por lo que subirlo por cada vertiente puntúa para cada provincia, en este caso para Soria y La Rioja. Ver SO08.",,42.05554,-2.5377,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7dd445a71bf60302&hl=es&ie=UTF8&t=m&ll=42.085229,-2.600327&spn=0.101919,0.171318&z=12&output=embed"
SO06,PINAR GRANDE,"Es algo complicado. Nos situamos en Navaleno y salimos de esta población por una pista asfaltada que lleva a Duruelo de la Sierra y El Amogable. Siempre habremos de seguir, en todos los cruces, hacia Duruelo de la Sierra. Pasaremos ante un Campamento Juvenil y dejaremos cruces a la derecha hacia Molinos de Duero y Playa Pita. Cuando veamos a la izquierda una pista de tierra que lleva a Pajar de la Molinera, comienza la ascensión, como he dicho, siempre en dirección a Duruelo de la Sierra.",,"Para los más puristas del asfalto, el CIMA acaba en un cruce con una pista de tierra que lleva a ""Cabeza Alta"". Pero los más valientes querrán rematar, girando a la izquierda, con 1,8 kms de pista de tierra en buen estado hasta el punto de vigilancia forestal de Cabeza Alta, adornado con una preciosa escultura en homenaje al leñador. Muy recomendable.",,41.91442,-2.94477,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8a37cd76345604e9&hl=es&ie=UTF8&t=m&ll=41.907898,-2.935753&spn=0.102203,0.171318&z=12&output=embed"
AL12,BITORIANO,"En Bitoriano, salimos del pueblo siguiendo las indicaciones al Santuario de Nª Sª del Oro por la A-4416.",,"Pasado el parking, podemos llegar hasta la misma puerta del santuario superando una rampa de cemento rayado.",,42.93188,-2.82654,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7b9969c908040467&hl=es&ie=UTF8&t=m&ll=42.939208,-2.82692&spn=0.025134,0.043001&z=14&output=embed"
